brand,year_month,avg_rating,verified_ratio,positive_ratio,avg_helpful,review_count,norm_rating,norm_helpful,monthly_brs
ASICS,2010-02-01,5.0,0.0,1.0,0.0,1,1.0,0.0,50.0
ASICS,2011-07-01,4.0,0.0,1.0,0.0,1,0.75,0.0,43.75
ASICS,2011-10-01,5.0,0.0,0.0,0.0,1,1.0,0.0,25.0
ASICS,2011-12-01,5.0,1.0,1.0,2.0,1,1.0,0.2,80.0
ASICS,2012-01-01,5.0,1.0,1.0,0.0,1,1.0,0.0,75.0
ASICS,2012-02-01,5.0,1.0,1.0,0.0,1,1.0,0.0,75.0
ASICS,2012-03-01,4.0,1.0,1.0,0.6666666666666666,3,0.75,0.06666666666666667,70.41666666666667
ASICS,2012-05-01,5.0,1.0,1.0,1.0,1,1.0,0.1,77.5
ASICS,2012-08-01,5.0,0.0,1.0,2.0,1,1.0,0.2,55.00000000000001
ASICS,2012-10-01,5.0,1.0,1.0,0.0,1,1.0,0.0,75.0
ASICS,2012-11-01,4.0,1.0,1.0,3.0,1,0.75,0.3,76.25
ASICS,2012-12-01,4.333333333333333,1.0,1.0,0.3333333333333333,3,0.8333333333333333,0.03333333333333333,71.66666666666666
ASICS,2013-01-01,5.0,1.0,1.0,0.0,1,1.0,0.0,75.0
ASICS,2013-02-01,3.0,1.0,1.0,1.5,2,0.5,0.15,66.25
ASICS,2013-03-01,5.0,0.6666666666666666,0.6666666666666666,12.666666666666666,3,1.0,1.0,83.33333333333333
ASICS,2013-04-01,5.0,1.0,1.0,0.0,1,1.0,0.0,75.0
ASICS,2013-06-01,4.0,1.0,1.0,0.0,2,0.75,0.0,68.75
ASICS,2013-07-01,4.666666666666667,0.8333333333333334,1.0,6.0,6,0.9166666666666667,0.6,83.75
ASICS,2013-08-01,3.75,1.0,0.75,8.75,4,0.6875,0.875,82.8125
ASICS,2013-09-01,5.0,1.0,1.0,0.5,2,1.0,0.05,76.25
ASICS,2013-10-01,5.0,1.0,1.0,0.0,3,1.0,0.0,75.0
ASICS,2013-11-01,4.777777777777778,0.8888888888888888,1.0,0.0,9,0.9444444444444444,0.0,70.83333333333333
ASICS,2013-12-01,4.5,1.0,1.0,0.8,10,0.875,0.08,73.875
ASICS,2014-01-01,3.8,1.0,1.0,0.3,10,0.7,0.03,68.25
ASICS,2014-02-01,3.8333333333333335,1.0,1.0,0.0,6,0.7083333333333334,0.0,67.70833333333334
ASICS,2014-03-01,4.0,0.8,0.6,1.0,5,0.75,0.1,56.25
ASICS,2014-04-01,4.6,1.0,1.0,0.4,5,0.8999999999999999,0.04,73.5
ASICS,2014-05-01,2.4,1.0,0.8,0.8,5,0.35,0.08,55.750000000000014
ASICS,2014-06-01,4.588235294117647,1.0,0.9411764705882353,0.29411764705882354,17,0.8970588235294117,0.029411764705882353,71.69117647058823
ASICS,2014-07-01,4.181818181818182,0.7272727272727273,0.7272727272727273,0.6363636363636364,11,0.7954545454545454,0.06363636363636363,57.840909090909086
ASICS,2014-08-01,4.533333333333333,0.9333333333333333,0.7333333333333333,0.3333333333333333,15,0.8833333333333333,0.03333333333333333,64.58333333333333
ASICS,2014-09-01,4.230769230769231,1.0,0.7692307692307693,1.4615384615384615,13,0.8076923076923077,0.14615384615384613,68.07692307692308
ASICS,2014-10-01,4.5,1.0,0.8333333333333334,0.5833333333333334,12,0.875,0.058333333333333334,69.16666666666667
ASICS,2014-11-01,4.2105263157894735,0.9473684210526315,0.9473684210526315,0.3157894736842105,19,0.8026315789473684,0.031578947368421054,68.22368421052632
ASICS,2014-12-01,4.7272727272727275,0.6363636363636364,0.8181818181818182,0.09090909090909091,11,0.9318181818181819,0.00909090909090909,59.88636363636365
ASICS,2015-01-01,4.5,0.9090909090909091,0.7272727272727273,0.13636363636363635,22,0.875,0.013636363636363636,63.12500000000001
ASICS,2015-02-01,4.866666666666666,1.0,1.0,0.13333333333333333,15,0.9666666666666666,0.013333333333333332,74.5
ASICS,2015-03-01,4.277777777777778,0.9444444444444444,0.8888888888888888,4.388888888888889,18,0.8194444444444444,0.43888888888888894,77.29166666666667
ASICS,2015-04-01,4.538461538461538,1.0,0.8461538461538461,0.07692307692307693,13,0.8846153846153846,0.007692307692307693,68.46153846153847
ASICS,2015-05-01,4.4375,0.9375,0.875,0.75,16,0.859375,0.075,68.671875
ASICS,2015-06-01,4.129032258064516,0.967741935483871,0.9354838709677419,1.2258064516129032,31,0.782258064516129,0.12258064516129033,70.20161290322581
ASICS,2015-07-01,4.333333333333333,0.9523809523809523,0.9047619047619048,0.38095238095238093,21,0.8333333333333333,0.03809523809523809,68.21428571428571
ASICS,2015-08-01,3.966666666666667,0.9,0.8666666666666667,0.7,30,0.7416666666666667,0.06999999999999999,64.45833333333333
ASICS,2015-09-01,4.533333333333333,1.0,0.8333333333333334,0.13333333333333333,30,0.8833333333333333,0.013333333333333332,68.25
ASICS,2015-10-01,4.285714285714286,1.0,0.9047619047619048,1.4285714285714286,21,0.8214285714285714,0.14285714285714285,71.72619047619048
ASICS,2015-11-01,4.827586206896552,0.9310344827586207,0.896551724137931,0.41379310344827586,29,0.9568965517241379,0.041379310344827586,70.64655172413794
ASICS,2015-12-01,4.484848484848484,0.9696969696969697,0.8181818181818182,0.30303030303030304,33,0.8712121212121211,0.030303030303030304,67.23484848484848
ASICS,2016-01-01,4.575757575757576,0.8787878787878788,0.8181818181818182,0.36363636363636365,33,0.893939393939394,0.03636363636363636,65.68181818181819
ASICS,2016-02-01,4.354838709677419,0.967741935483871,0.8064516129032258,0.45161290322580644,31,0.8387096774193548,0.04516129032258064,66.4516129032258
ASICS,2016-03-01,4.586206896551724,1.0,0.9310344827586207,0.6896551724137931,29,0.896551724137931,0.06896551724137931,72.41379310344827
ASICS,2016-04-01,4.32258064516129,0.9354838709677419,0.9354838709677419,1.032258064516129,31,0.8306451612903225,0.1032258064516129,70.12096774193549
ASICS,2016-05-01,4.264705882352941,0.9411764705882353,0.8235294117647058,0.7352941176470589,34,0.8161764705882353,0.07352941176470588,66.36029411764707
ASICS,2016-06-01,4.473684210526316,1.0,0.8947368421052632,0.2894736842105263,38,0.868421052631579,0.02894736842105263,69.80263157894737
ASICS,2016-07-01,4.846153846153846,0.9615384615384616,0.8076923076923077,0.19230769230769232,26,0.9615384615384615,0.019230769230769232,68.75
ASICS,2016-08-01,4.257142857142857,0.9428571428571428,0.9714285714285714,0.4,35,0.8142857142857143,0.04,69.21428571428572
ASICS,2016-09-01,4.121951219512195,0.975609756097561,0.8292682926829268,0.36585365853658536,41,0.7804878048780488,0.036585365853658534,65.54878048780488
ASICS,2016-10-01,4.340909090909091,0.9772727272727273,0.9090909090909091,1.5,44,0.8352272727272727,0.15,71.78977272727273
ASICS,2016-11-01,4.484848484848484,1.0,0.8787878787878788,0.2727272727272727,33,0.8712121212121211,0.02727272727272727,69.43181818181819
ASICS,2016-12-01,4.303030303030303,0.9696969696969697,0.8787878787878788,0.5454545454545454,33,0.8257575757575757,0.05454545454545454,68.21969696969697
ASICS,2017-01-01,4.255813953488372,1.0,0.8372093023255814,1.813953488372093,43,0.8139534883720929,0.18139534883720929,70.81395348837208
ASICS,2017-02-01,4.242424242424242,1.0,0.8484848484848485,0.7878787878787878,33,0.8106060606060606,0.07878787878787878,68.44696969696969
ASICS,2017-03-01,4.365853658536586,0.975609756097561,0.8048780487804879,0.4634146341463415,41,0.8414634146341464,0.046341463414634146,66.70731707317074
ASICS,2017-04-01,4.21875,0.96875,0.90625,0.34375,32,0.8046875,0.034375,67.8515625
ASICS,2017-05-01,4.5,0.9722222222222222,0.9444444444444444,0.4166666666666667,36,0.875,0.04166666666666667,70.83333333333334
ASICS,2017-06-01,4.351351351351352,0.972972972972973,0.8648648648648649,0.7567567567567568,37,0.8378378378378379,0.07567567567567568,68.78378378378379
ASICS,2017-07-01,4.394736842105263,0.9210526315789473,0.8421052631578947,0.5526315789473685,38,0.8486842105263157,0.05526315789473685,66.67763157894736
ASICS,2017-08-01,4.348484848484849,1.0,0.7727272727272727,0.3484848484848485,66,0.8371212121212122,0.03484848484848485,66.11742424242424
ASICS,2017-09-01,4.451612903225806,1.0,0.9354838709677419,0.9032258064516129,31,0.8629032258064515,0.09032258064516129,72.21774193548387
ASICS,2017-10-01,4.243243243243243,1.0,0.918918918918919,0.2702702702702703,37,0.8108108108108107,0.02702702702702703,68.91891891891892
ASICS,2017-11-01,4.642857142857143,0.9642857142857143,0.8571428571428571,0.42857142857142855,28,0.9107142857142858,0.04285714285714286,69.375
ASICS,2017-12-01,3.9615384615384617,0.9615384615384616,0.8076923076923077,1.6153846153846154,26,0.7403846153846154,0.16153846153846155,66.77884615384616
